31,2,5,33.75,12,38,24.1,23.201,0.49,21.935,0.091,19.764,0.021,18.12,0.009,17.303,0.016,16.456,0.009,15.872,0.008,15.709,0.012,15.59,0.018,0.27,21.925
32,2,12,58.07,6,41,17.6,23.574,0.566,25.232,0.558,23.272,0.336,21.104,0.082,19.373,0.079,18.204,0.029,17.425,0.025,17.058,0.033,16.783,0.052,0.422,26.386
33,8,58,33.76,2,4,52.9,25.975,0.553,22.339,0.126,20.344,0.031,18.97,0.016,18.225,0.03,17.408,0.027,16.836,0.017,16.422,0.021,16.222,0.03,0.269,22.504
34,9,32,44.46,1,12,59.9,25.926,0.662,24.476,0.68,21.714,0.106,20.113,0.034,19.281,0.068,18.156,0.03,17.645,0.029,17.487,0.075,17.208,0.077,0.223,23.462
35,9,49,5.26,2,32,50.7,24.276,0.998,21.528,0.058,19.554,0.018,18.139,0.01,17.387,0.016,16.478,0.009,15.91,0.009,15.513,0.009,15.262,0.012,0.418,22.659
36,10,36,58.9,3,36,23.2,26.449,0.246,23.318,0.234,21.239,0.049,19.362,0.015,18.371,0.023,17.41,0.022,16.803,0.021,16.426,0.028,16.14,0.038,0.346,23.935
37,11,40,1.19,0,37,4.0,26.548,0.446,24.699,1.016,22.833,0.394,21.638,0.19,20.133,0.167,19.699,0.179,19.076,0.137,18.688,0.163,18.445,0.218,0.134,23.472
38,14,30,13.2,1,20,19.1,23.601,0.808,23.663,0.4,21.571,0.084,20.471,0.045,19.873,0.104,19.116,0.085,18.506,0.077,18.208,0.091,18.357,0.221,0.151,22.455
39,14,41,28.38,0,31,21.5,25.314,0.576,22.667,0.116,20.785,0.037,19.702,0.022,19.167,0.043,18.454,0.046,17.885,0.047,17.321,0.048,17.235,0.077,0.193,22.206
40,14,57,43.44,1,27,47.4,24.038,0.938,21.963,0.075,20.095,0.025,19.021,0.015,18.404,0.032,17.594,0.024,16.974,0.023,16.652,0.027,16.47,0.042,0.235,21.964
41,15,41,28.39,4,10,4.6,24.536,0.755,22.454,0.097,20.633,0.031,19.303,0.017,18.592,0.03,17.743,0.025,17.154,0.029,16.722,0.019,16.472,0.035,0.233,22.458
42,15,48,28.37,0,18,10.4,23.365,0.449,23.536,0.24,21.597,0.076,20.27,0.039,19.522,0.084,18.832,0.052,18.318,0.065,17.923,0.051,17.785,0.121,0.147,22.425
43,7,40,13.59,24,29,45.1,23.828,0.868,22.16,0.086,20.197,0.028,19.087,0.017,18.568,0.043,17.669,0.023,17.162,0.016,16.787,0.029,16.602,0.038,0.165,21.278
44,8,6,5.53,29,28,0.9,26.055,0.481,22.868,0.153,20.874,0.046,19.598,0.023,18.857,0.042,18.097,0.023,17.584,0.024,17.326,0.047,17.153,0.066,0.321,23.408
45,8,26,50.57,28,52,53.4,25.713,0.672,23.806,0.359,21.471,0.067,19.782,0.027,18.88,0.039,17.952,0.02,17.372,0.019,16.907,0.032,16.684,0.05,0.225,23.228
46,9,45,3.44,10,36,0.3,24.205,0.616,23.224,0.169,21.411,0.054,19.502,0.018,18.473,0.028,17.474,0.015,16.832,0.01,16.454,0.027,16.225,0.028,0.263,23.504
47,10,32,18.45,1,15,56.5,24.86,0.978,23.482,0.335,21.132,0.071,20.102,0.043,19.345,0.079,18.619,0.037,18.104,0.036,17.806,0.08,17.558,0.096,0.118,21.514
48,10,33,18.01,5,30,54.9,25.058,0.806,24.461,0.599,22.165,0.126,20.493,0.044,19.604,0.07,18.828,0.051,18.109,0.038,17.795,0.077,17.669,0.101,0.167,23.205
49,10,37,35.78,11,32,49.8,26.13,0.606,23.029,0.228,20.978,0.06,19.399,0.022,18.627,0.041,17.808,0.023,17.25,0.024,16.835,0.034,16.564,0.04,0.168,22.099
50,10,42,6.18,9,23,19.9,24.696,0.96,23.188,0.233,21.691,0.1,19.52,0.024,18.412,0.036,17.464,0.017,16.838,0.015,16.404,0.023,16.165,0.028,0.158,22.842
51,10,44,51.52,-1,46,34.1,24.228,1.223,23.106,0.287,21.094,0.069,20.001,0.04,19.475,0.088,18.57,0.036,18.147,0.035,17.65,0.081,17.587,0.102,0.135,21.746
52,10,50,12.58,8,51,22.6,22.983,0.37,23.086,0.179,20.862,0.043,19.105,0.015,18.064,0.021,17.203,0.018,16.597,0.019,16.271,0.027,16.109,0.032,0.403,23.932
53,10,57,3.59,6,48,50.4,23.947,0.893,22.123,0.1,20.064,0.027,18.591,0.011,17.8,0.019,16.94,0.012,16.359,0.011,15.992,0.014,15.762,0.021,0.376,22.953
54,11,0,17.82,1,12,18.7,23.024,0.361,23.797,0.283,21.868,0.093,20.254,0.038,19.483,0.075,18.578,0.043,18.0,0.037,17.628,0.057,17.464,0.076,0.119,22.263
55,11,4,21.86,5,37,24.0,26.36,0.444,24.94,0.68,21.555,0.082,20.533,0.046,19.966,0.104,19.102,0.073,18.805,0.098,18.422,0.093,18.326,0.195,0.118,21.924
56,11,13,58.73,3,11,37.7,25.773,0.462,23.813,0.334,21.691,0.081,20.278,0.04,19.415,0.069,18.74,0.036,18.206,0.035,17.995,0.121,17.64,0.122,0.127,22.224
57,11,38,44.65,6,54,10.0,24.168,1.028,23.864,0.377,21.489,0.08,20.221,0.037,19.564,0.06,18.64,0.039,18.109,0.036,17.675,0.071,17.477,0.084,0.17,22.687
58,11,43,28.18,11,22,21.9,22.919,0.52,24.496,0.749,21.429,0.093,20.041,0.039,19.182,0.056,18.413,0.046,17.737,0.041,17.335,0.079,17.076,0.081,0.249,23.425
59,12,49,4.39,10,4,13.5,23.781,0.908,23.362,0.297,21.076,0.062,19.654,0.026,18.701,0.047,18.265,0.024,17.634,0.02,17.243,0.045,17.073,0.064,0.195,23.029
60,12,51,34.45,0,55,55.5,23.022,0.428,24.097,0.526,21.98,0.131,20.328,0.044,19.389,0.074,18.823,0.056,18.081,0.054,17.805,0.084,17.676,0.14,0.14,22.732
61,13,18,22.81,-1,11,50.2,25.946,0.553,23.586,0.335,21.346,0.086,19.995,0.044,19.171,0.076,18.53,0.036,17.949,0.042,17.805,0.086,17.633,0.107,0.185,22.677
62,13,45,55.25,2,22,49.4,24.123,1.023,22.288,0.109,20.337,0.028,18.992,0.015,18.248,0.029,17.342,0.017,16.782,0.019,16.437,0.024,16.252,0.034,0.223,22.084
63,14,14,5.74,-1,42,2.7,24.745,0.958,24.555,0.658,22.483,0.184,19.771,0.028,18.475,0.034,17.498,0.027,16.807,0.024,16.455,0.027,16.143,0.031,0.239,24.23
64,15,12,17.83,-1,12,35.4,25.155,0.607,21.204,0.036,19.368,0.013,17.652,0.007,16.704,0.009,15.807,0.007,15.202,0.006,14.796,0.007,14.522,0.009,0.646,23.445
65,15,24,34.64,0,20,58.0,24.869,0.739,23.527,0.24,21.518,0.067,19.662,0.022,18.794,0.04,17.871,0.022,17.212,0.02,16.813,0.022,16.598,0.032,0.193,22.946
66,15,25,39.97,0,24,10.0,24.863,0.695,23.401,0.214,21.16,0.052,19.737,0.024,19.05,0.05,18.074,0.027,17.491,0.029,16.989,0.024,16.846,0.046,0.125,21.577
67,15,36,47.08,2,55,1.6,25.055,1.207,22.125,0.1,20.127,0.027,19.08,0.016,18.496,0.039,17.596,0.021,17.053,0.023,16.702,0.027,16.567,0.045,0.189,21.515
68,15,41,43.81,1,26,31.4,22.991,0.42,23.193,0.215,21.112,0.055,19.87,0.028,19.203,0.065,18.412,0.04,17.799,0.045,17.411,0.055,17.161,0.077,0.142,21.852
69,7,44,31.25,28,39,16.6,23.222,0.627,23.806,0.384,21.802,0.106,20.143,0.039,19.401,0.065,18.405,0.034,17.861,0.039,17.439,0.048,17.201,0.067,0.154,22.74
70,9,45,52.72,0,34,32.4,24.566,0.931,23.492,0.28,21.803,0.092,20.203,0.034,19.268,0.054,18.417,0.04,17.654,0.047,17.16,0.045,16.969,0.063,0.771,26.087
71,10,0,40.68,12,56,10.5,24.714,0.551,23.628,0.228,21.586,0.066,20.366,0.037,19.611,0.063,18.806,0.053,18.153,0.064,17.951,0.084,17.591,0.113,0.208,23.174
72,10,16,26.29,2,41,3.9,24.518,0.937,24.274,0.487,22.119,0.138,20.722,0.064,19.955,0.116,18.95,0.065,18.346,0.072,18.039,0.12,18.01,0.172,0.169,23.26
73,10,18,24.97,2,15,12.5,24.382,0.93,22.742,0.151,20.818,0.043,19.632,0.023,18.999,0.055,18.039,0.028,17.533,0.032,17.144,0.05,16.871,0.056,0.129,21.367
74,10,29,35.81,11,9,1.6,26.188,0.368,23.095,0.19,21.174,0.059,19.969,0.031,19.274,0.071,18.6,0.049,18.061,0.043,17.652,0.069,17.48,0.086,0.144,21.959
75,10,43,9.04,5,21,12.0,23.59,0.468,21.18,0.036,19.378,0.013,18.115,0.008,17.419,0.012,16.568,0.009,16.059,0.008,15.588,0.01,15.369,0.015,0.287,21.666
76,10,47,53.45,14,59,42.0,24.61,0.831,22.481,0.103,20.469,0.03,19.22,0.018,18.463,0.033,17.718,0.019,17.184,0.019,16.812,0.025,16.629,0.037,0.266,22.591
77,10,51,2.31,13,33,46.9,24.42,0.56,22.076,0.062,20.202,0.022,18.92,0.013,18.179,0.023,17.331,0.013,16.796,0.012,16.347,0.017,16.223,0.039,0.255,22.235
78,10,53,9.9,13,14,30.1,23.602,0.506,23.425,0.219,21.433,0.055,20.381,0.036,19.669,0.071,18.891,0.044,18.438,0.05,18.018,0.077,17.864,0.146,0.193,22.866
79,11,6,51.29,4,48,15.0,24.449,0.897,22.766,0.155,20.568,0.036,18.792,0.012,17.814,0.019,16.941,0.01,16.301,0.009,15.995,0.016,15.797,0.021,0.297,22.934
80,11,14,47.27,-1,57,23.4,25.243,0.715,21.853,0.069,20.038,0.022,18.927,0.014,18.328,0.027,17.512,0.023,16.941,0.024,16.543,0.029,16.43,0.048,0.244,21.975
81,11,14,53.35,12,29,18.8,24.04,1.278,21.925,0.101,19.997,0.028,18.766,0.017,18.036,0.029,17.276,0.014,16.723,0.013,16.306,0.02,16.09,0.028,0.505,23.514
82,11,18,14.67,9,41,12.1,24.733,0.85,21.131,0.038,19.315,0.013,18.032,0.008,17.28,0.013,16.417,0.008,15.86,0.006,15.453,0.011,15.193,0.016,0.503,22.822
83,11,44,42.54,15,51,5.9,25.235,0.617,21.991,0.065,20.062,0.021,19.026,0.015,18.365,0.03,17.602,0.018,17.041,0.017,16.674,0.023,16.456,0.034,0.26,22.141
84,12,13,56.96,-2,55,25.5,25.424,0.788,23.982,0.377,22.042,0.123,20.593,0.052,19.591,0.076,18.795,0.058,18.138,0.049,17.653,0.044,17.568,0.095,0.114,22.324
85,12,18,12.86,7,6,10.4,24.377,0.794,22.07,0.069,20.232,0.023,18.913,0.012,18.153,0.02,17.307,0.014,16.746,0.013,16.336,0.025,16.1,0.035,0.251,22.231
86,12,44,10.11,27,36,25.8,24.474,1.128,24.373,0.536,22.506,0.197,20.16,0.041,18.931,0.06,18.282,0.037,17.577,0.027,17.322,0.048,17.125,0.063,0.246,24.458
87,12,55,51.65,34,14,21.2,24.615,0.939,21.598,0.052,19.74,0.018,18.677,0.011,17.959,0.018,17.147,0.018,16.624,0.016,16.185,0.019,15.994,0.027,0.225,21.497
88,12,59,30.64,13,16,34.2,24.478,1.077,23.693,0.328,21.671,0.084,20.186,0.035,19.485,0.071,18.531,0.043,17.987,0.043,17.52,0.067,17.383,0.087,0.231,23.487
89,13,6,15.21,4,59,8.9,24.082,0.752,23.049,0.187,21.103,0.048,19.434,0.019,18.529,0.033,17.668,0.02,17.074,0.02,16.637,0.033,16.401,0.043,0.339,23.755
90,13,9,59.6,5,29,38.7,25.213,0.635,24.744,0.621,22.853,0.211,20.876,0.066,20.003,0.105,18.998,0.075,18.406,0.063,99.999,9.999,17.844,0.137,0.15,23.737
91,13,10,38.46,33,39,11.7,25.079,0.899,22.707,0.122,20.888,0.038,19.655,0.021,18.895,0.038,18.155,0.041,17.604,0.04,17.208,0.043,17.017,0.064,0.213,22.526
92,13,20,12.19,5,39,44.0,24.298,0.933,24.279,0.512,22.209,0.133,20.851,0.061,19.938,0.09,19.327,0.087,18.783,0.106,18.208,0.1,18.096,0.178,0.133,22.831
93,13,27,37.53,34,51,3.7,25.561,0.683,22.375,0.081,20.543,0.031,19.332,0.018,18.654,0.033,17.73,0.023,17.174,0.024,16.747,0.04,16.484,0.059,0.22,22.258
94,13,27,41.76,-1,29,15.8,23.909,0.913,23.946,0.445,21.717,0.095,19.771,0.029,18.738,0.045,17.838,0.023,17.238,0.026,16.789,0.04,16.541,0.039,0.178,22.971
95,13,28,23.36,30,21,44.9,24.451,0.985,23.551,0.359,21.418,0.074,20.068,0.033,19.218,0.054,18.406,0.032,17.911,0.031,17.421,0.037,17.309,0.075,0.238,23.3
96,13,50,53.4,23,50,24.3,23.747,0.62,21.767,0.054,19.965,0.019,18.863,0.012,18.265,0.021,17.416,0.016,16.89,0.015,16.474,0.022,16.287,0.033,0.337,22.603
97,13,55,28.24,6,51,14.6,24.606,0.903,23.428,0.231,21.559,0.078,19.894,0.026,19.183,0.051,18.091,0.034,17.547,0.036,17.175,0.039,16.919,0.055,0.175,22.768
98,14,47,29.91,-1,59,50.3,24.899,0.984,24.586,0.619,22.487,0.183,20.762,0.056,19.577,0.086,18.899,0.077,18.168,0.081,17.92,0.103,17.621,0.147,0.191,23.888
99,15,32,41.87,2,41,46.0,23.699,0.759,22.898,0.167,21.057,0.056,20.05,0.033,19.429,0.068,18.678,0.049,18.178,0.056,17.818,0.068,17.752,0.112,0.305,23.482
100,20,58,19.76,0,1,3.9,24.115,0.844,23.482,0.24,21.17,0.051,18.962,0.014,17.861,0.021,16.87,0.013,16.3,0.012,15.916,0.019,15.638,0.021,0.164,22.238
